Name,OK 43.32,,,,,,,,,
wt%,0.06,1.74,0.37,0.83,0.04,0.34,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,75-100,21.6,0.61,69.4,60.1,0.86,,,,
3.2x450,110-140,22,0.65,35,85.6,1.2,,,,
4.0x450,150-190,22.8,0.62,22.4,93.4,1.72,,,,
5.0x450,190-260,22.8,0.68,14.3,92.6,2.72,,,,
,,,,,,,,,,
Name,OK 74.70,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Mo,,,,,,
wt%,0.08,1.5,0.4,0.45,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,80-140,23,0.58,50,63,1.14,,,,
3.2x450,80-140,23,0.61,25,91,1.6,,,,
4.0x450,90-190,24,0.63,24,93,1.66,,,,
,,,,,,,,,,
Name,OK 74.78,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.05,1.6,0.35,0.03,0.03,0.35,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,75-100,22,0.62,73,55,0.9,,,,
3.2x450,105-140,23,0.65,32,86,1.3,,,,
4.0x450,140-190,23,0.65,20.5,97,1.8,,,,
5.0x450,190-260,24,0.68,14,100,2.6,,,,
6.0x450,240-340,24,0.69,10,103,3.6,,,,
,,,,,,,,,,
Name,OK 75.75,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.05,1.61,0.36,2.32,0.32,0.33,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,70-110,22,0.67,66,54,1,,,,
3.2x450,100-150,23,0.67,31.5,80,1.4,,,,
4.0x450,135-200,24,0.65,21,92,1.9,,,,
5.0x450,180-260,25,0.63,12,105,2.5,,,,
,,,,,,,,,,
Name,OK 76.18,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.06,0.7,0.3,1.3,0.5,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,55-80,22,0.58,136,40,0.7,,,,
2.5x300,70-110,24,0.58,88,52,0.8,,,,
3.2x350,95-150,25,0.59,49,65,1.1,,,,
4.0x450,130-190,27,0.64,23,90,1.7,,,,
5.0x450,150-260,28,0.64,14.5,95,2.7,,,,
,,,,,,,,,,
Name,OK 76.26,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.07,0.69,0.23,2.17,1.1,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,60-85,21,0.63,70,68,0.76,,,,
3.2x350,90-130,23,0.6,49,66,1.11,,,,
4.0x450,130-190,25,0.61,23,83,1.9,,,,
5.0x450,150-260,27,0.62,15,92,2.6,,,,
,,,,,,,,,,
Name,OK 76.28,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.06,0.7,0.3,2.3,1.1,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,55-80,23,0.58,136,40,0.7,,,,
2.5x300,70-110,25,0.58,88,52,0.8,,,,
3.2x350,95-150,26,0.59,49,62,1.2,,,,
4.0x450,130-190,28,0.64,23,88,1.8,,,,
5.0x450,150-260,29,0.64,14.5,92,2.7,,,,
6.0x450,200-350,30,0.64,10.5,90,3.9,,,,
,,,,,,,,,,
Name,OK 76.35,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.05,0.7,0.4,0.03,5,0.55,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,50-70,23,0.57,139,53,0.49,,,,
2.5x300,65-95,23,0.57,76.9,63,0.7,,,,
3.2x350,90-130,24,0.56,50,70,1,,,,
4.0x450,125-165,24,0.58,33.3,80,1.3,,,,
,,,,,,,,,,
Name,OK 76.98,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,V,Nb,,
wt%,0.1,0.8,0.35,0.7,9,1,0.24,0.06,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,70-100,21,0.66,71.4,56,0.9,,,,
3.2x350,90-135,22,0.6,45.5,68,1.2,,,,
4.0x450,130-200,23,0.64,22.6,85,1.9,,,,
,,,,,,,,,,
Name,OK 78.16,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.17,0.76,0.52,1.15,0.2,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,75-100,20,0.64,70,58,0.9,,,,
3.2x450,105-140,21,0.64,32.5,78,1.4,,,,
4.0x450,145-195,22,0.66,22.5,83,1.9,,,,
5.0x450,190-260,23,0.68,15,86,2.8,,,,
,,,,,,,,,,
Name,Pipeweld 10018,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.06,1.7,0.44,0.75,0.05,0.36,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,65-105,21.4,0.67,76,55.4,0.86,,,,
3.2x350,80-140,24,0.59,50,63,1.14,,,,
3.2x450,80-145,22,0.65,35,85.6,1.2,,,,
4.0x350,95-200,22,0.64,30,74.1,1.6,,,,
4.0x450,95-200,22,0.68,22,88.8,1.8,,,,
,,,,,,,,,,
Name,Pipeweld 7010 Plus,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.09,0.46,0.12,0.34,0.24,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,65-120,31,0.58,65,90,0.62,,,,
4.0x350,90-180,30.5,0.59,42,93,0.93,,,,
5.0x350,150-240,28.6,0.67,24,100,1.47,,,,
,,,,,,,,,,
Name,Pipeweld 8010 Plus,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.07,0.65,0.13,0.7,0.4,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,65-120,30,0.62,61,86,0.68,,,,
4.0x350,90-180,29,0.68,37,84,1.15,,,,
5.0x350,150-240,29,0.68,24,97,1.55,,,,
,,,,,,,,,,
Name,Pipeweld 8016,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.06,1.79,0.29,0.87,0.04,0,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,80-140,21.4,0.59,54.5,69,0.96,,,,
4.0x350,110-170,21,0.58,36.6,82,1.2,,,,
,,,,,,,,,,
Name,Pipeweld 8018,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.06,1.41,0.33,0.03,0.02,0.37,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,80-140,23,0.61,25,91,1.6,,,,
4.0x450,90-190,24,0.63,24,93,1.66,,,,
,,,,,,,,,,
Name,Pipeweld 9010 Plus,,,,,,,,,
Material,STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Mo,,,,,
wt%,0.1,1,0.2,0.9,0.4,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,65-120,32,0.63,56,79,0.82,,,,
4.0x350,90-180,34,0.63,39,78,1.17,,,,
5.0x350,150-240,32,0.63,24,90,1.67,,,,
,,,,,,,,,,
Name,OK 61.20,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Cu,N,Ferrite-FN,,
wt%,0.026,0.7,0.7,9.6,19.2,0.05,0.1,5,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
1.6x300,23-40,23,0.66,227,53,0.3,,,,
2.0x300,25-60,22,0.66,143,38,0.7,,,,
2.5x300,28-85,22,0.63,93,44,0.9,,,,
,,,,,,,,,,
Name,OK 61.25,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.06,1.7,0.3,9.8,18.8,0.06,4,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-85,23,0.62,93,47,0.9,,,,
3.2x350,75-110,23,0.59,49,66,1.2,,,,
4.0x350,80-160,24,0.61,32,68,1.8,,,,
,,,,,,,,,,
Name,OK 61.30,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.03,0.7,0.9,10,19.3,0.09,5,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
1.6x300,35-45,27,0.55,240,24,0.6,,,,
2.0x300,35-65,29,0.55,160,29,0.8,,,,
2.5x300,50-90,31,0.55,99,36,1.1,,,,
3.2x350,70-130,31,0.6,49,54,1.4,,,,
4.0x350,90-180,32,0.6,33,60,2,,,,
5.0x350,140-250,33,0.6,20,60,3,,,,
,,,,,,,,,,
Name,OK 61.35,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.04,1.6,0.3,9.8,19.5,0.06,6,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-85,22,0.61,92,37,0.9,,,,
3.2x350,80-120,25,0.61,50,54,1.3,,,,
4.0x350,80-180,27,0.61,33,58,1.9,,,,
5.0x350,160-210,26,0.58,22,70,2.3,,,,
,,,,,,,,,,
Name,OK 61.35 Cryo,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.04,1.6,0.3,10.5,18.7,0.06,3,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-85,22,0.61,92,37,0.9,,,,
3.2x350,80-120,25,0.61,50,54,1.3,,,,
4.0x350,80-180,27,0.61,33,58,1.9,,,,
5.0x350,160-210,26,0.58,22,70,2.3,,,,
,,,,,,,,,,
Name,OK 61.50,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.05,0.7,0.7,10,19.8,0.1,4,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-85,27,0.56,98,42,0.9,,,,
3.2x350,70-110,27,0.56,51,63,1.1,,,,
4.0x350,110-165,28,0.56,34,62,1.7,,,,
,,,,,,,,,,
Name,OK 61.80,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Nb,Ferrite-FN,,
wt%,0.03,0.6,0.7,10,19.5,0.09,0.29,7,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-90,26,0.56,97,38,1,,,,
3.2x350,70-130,28,0.56,50,53,1.4,,,,
4.0x350,90-180,30,0.56,33,55,2,,,,
5.0x350,140-250,31,0.56,21,60,2.9,,,,
,,,,,,,,,,
Name,OK 61.81,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Nb,Ferrite-FN,,
wt%,0.06,1.7,0.7,9.7,20.2,0.08,0.72,7,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,40-60,26,0.6,147,39,0.6,,,,
2.5x300,50-80,29,0.59,82,36,1.2,,,,
3.2x350,75-115,23,0.6,44,66,1.2,,,,
4.0x350,80-160,24,0.6,32,66,1.7,,,,
5.0x350,140-210,25,0.6,20,78,2.3,,,,
,,,,,,,,,,
Name,OK 61.85,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Nb,Ferrite-FN,,
wt%,0.04,1.7,0.4,10.2,19.5,0.07,0.61,6,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-80,25,0.6,98,42,0.9,,,,
3.2x350,75-110,23,0.62,49,64,1.2,,,,
4.0x350,80-150,24,0.61,33,70,1.6,,,,
,,,,,,,,,,
Name,OK 61.86,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Nb,Ferrite-FN,,
wt%,0.025,0.7,0.8,10.4,19,0.09,0.35,5,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,70-120,27,0.55,53,62,1.1,,,,
4.0x350,80-170,28,0.54,34,64,1.7,,,,
,,,,,,,,,,
Name,OK 63.20,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.02,0.7,0.7,12.1,18.4,2.8,0.11,4,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
1.6x300,15-40,23,0.63,227,53,0.3,,,,
2.0x265,18-60,22,0.65,167,44,0.6,,,,
2.0x300,18-60,25,0.62,152,49,0.5,,,,
2.5x300,25-80,22,0.63,96,54,0.8,,,,
3.2x350,55-110,26,0.6,52,65,1.2,,,,
,,,,,,,,,,
Name,OK 63.30,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.02,0.6,0.8,11,18.1,2.6,0.1,6,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
1.6x300,30-45,29,0.56,250,37,0.4,,,,
2.0x300,45-65,29,0.6,147,39,0.6,,,,
2.5x300,45-90,29,0.55,96,45,0.9,,,,
3.2x350,60-125,30,0.55,52,57,1.4,,,,
4.0x350,70-190,32,0.56,34,57,2,,,,
5.0x350,100-280,32,0.56,21,63,3,,,,
,,,,,,,,,,
Name,OK 63.34,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.02,0.8,0.8,11.8,18.7,2.8,0.13,6,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,70-90,22,0.7,94,39,1,,,,
3.2x300,80-130,25,0.7,59,39,1.6,,,,
,,,,,,,,,,
Name,OK 63.35,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.04,1.6,0.4,12.6,18.3,2.7,0.06,4,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-85,24,0.63,91,42,0.9,,,,
3.2x350,80-120,24,0.63,47,58,1.3,,,,
4.0x350,80-180,24,0.62,32,63,1.8,,,,
,,,,,,,,,,
Name,OK 63.41,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.03,0.7,0.8,12.5,18.2,2.8,0.09,4,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,60-90,34,0.61,65,35,1.6,,,,
3.2x350,80-130,36,0.58,35,50,2.1,,,,
4.0x450,110-180,37,0.6,17,70,2.9,,,,
5.0x450,170-240,42,0.61,11,82,4,,,,
,,,,,,,,,,
Name,OK 63.80,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Nb,Ferrite-FN,
wt%,0.02,0.6,0.8,11.5,18.2,2.9,0.08,0.31,7,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,45-65,29,0.56,155,29,0.8,,,,
2.5x300,60-90,30,0.56,97,35,1.1,,,,
3.2x350,80-120,32,0.61,48,54,1.4,,,,
4.0x350,120-170,33,0.61,32,55,2.1,,,,
,,,,,,,,,,
Name,OK 63.85,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Nb,Ferrite-FN,
wt%,0.04,1.6,0.5,13,17.9,2.7,0.06,0.55,5,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,22,0.66,81,45,1,,,,
3.2x350,65-120,23,0.64,43,58,1.5,,,,
4.0x350,75-160,24,0.64,28,64,2,,,,
,,,,,,,,,,
Name,OK 62.53,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.07,0.6,1.6,10.4,23.1,0.16,8,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-90,26,0.55,104,44,0.8,,,,
3.2x350,70-110,25,0.55,54,66,1,,,,
,,,,,,,,,,
Name,OK 64.30,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.02,0.7,0.7,13.1,18.4,3.6,0.08,8,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,29,0.56,94,52,0.8,,,,
3.2x350,60-120,30,0.56,51,52,1.4,,,,
4.0x350,80-170,32,0.56,33,58,2.1,,,,
,,,,,,,,,,
Name,OK 67.13,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,,,,,
wt%,0.12,1.9,0.6,21.1,25.6,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-85,21,0.51,101,42,0.8,,,,
3.2x350,65-120,24,0.51,53,58,1.2,,,,
4.0x350,70-160,28,0.51,34,61,1.7,,,,
5.0x350,150-220,31,0.54,21,67,2.6,,,,
,,,,,,,,,,
Name,OK 67.15,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,,,,,
wt%,0.1,2,0.4,21.3,25.7,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,45-55,24,0.62,162,36,0.6,,,,
2.5x300,50-85,25,0.61,96,40,0.9,,,,
3.2x350,60-115,25,0.59,50,60,1.2,,,,
4.0x350,70-160,26,0.59,28,62,1.8,,,,
5.0x350,130-200,26,0.6,22,65,2.5,,,,
,,,,,,,,,,
Name,OK 67.43,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.08,5.4,0.8,9.1,18.4,0.08,0,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,60-80,22,0.51,106,46,0.8,,,,
3.2x350,90-115,23,0.54,57,54,1.3,,,,
4.0x350,100-150,23,0.56,35,61,1.7,,,,
5.0x450,130-210,24,0.6,17,86,2.8,,,,
,,,,,,,,,,
Name,OK 67.45,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.09,6.3,0.3,9.1,18.8,0.06,1,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,23,0.58,102,50,0.7,,,,
3.2x350,70-100,24,0.6,51,71,1.1,,,,
4.0x350,80-140,24,0.6,33,73,1.5,,,,
5.0x350,150-200,25,0.6,22,80,2.2,,,,
,,,,,,,,,,
Name,OK 67.50,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.03,0.8,0.8,8.8,23.2,3.2,0.16,42,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,30-65,29,0.55,152,33,0.7,,,,
2.5x300,50-90,27,0.58,91,38,1,,,,
3.2x350,80-120,28,0.58,47,55,1.4,,,,
4.0x350,90-160,29,0.58,32,59,1.9,,,,
5.0x350,150-220,30,0.58,20,64,2.8,,,,
,,,,,,,,,,
Name,OK 67.53,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.03,0.7,1,9.3,23.7,3.4,0.18,40,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,30-80,23,0.63,96,54,0.7,,,,
3.2x350,70-110,27,0.57,51,64,1,,,,
,,,,,,,,,,
Name,OK 67.55,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.04,1,0.7,9.1,23.2,3.2,0.15,41,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,23,0.59,96,49,0.8,,,,
3.2x350,65-115,24,0.59,50,61,1.2,,,,
4.0x350,80-140,24,0.6,33,74,1.5,,,,
,,,,,,,,,,
Name,OK 67.60,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.03,0.9,0.8,12.4,23.7,0.09,15,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,45-65,27,0.6,136,38,0.7,,,,
2.5x300,45-90,28,0.6,85,38,1.1,,,,
3.2x350,65-120,29,0.6,45,51,1.6,,,,
4.0x350,85-180,31,0.6,29,51,2.5,,,,
5.0x350,110-250,32,0.6,19,58,3.3,,,,
,,,,,,,,,,
Name,OK 67.70,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.02,0.6,0.8,13.4,22.5,2.8,0.09,18,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,40-60,26,0.58,147,48,0.6,,,,
2.5x300,50-90,29,0.57,94,45,0.9,,,,
3.2x350,60-120,27,0.59,47,61,1.4,,,,
4.0x350,85-180,31,0.61,32,56,2,,,,
5.0x350,110-250,30,0.59,20,64,2.7,,,,
,,,,,,,,,,
Name,OK 67.71,,,,,,,,,
